name,ingredients
Замороженная нуга с черносливом,"{'Сливки': '350 мл', 'Белок яичный': '7 шт', 'Сахарная пудра': '2 ст. л.', 'Чернослив': '250 г', 'Миндаль': '150 г', 'Сахар': '125 г', 'Сахар коричневый': '125 г'}"
Песочное печенье на школьную ярмарку,"{'Яйцо куриное': '2 шт', 'Желток яичный': '1 шт', 'Сахар': '200 г', 'Ванильный сахар': '1 пакет.', 'Цедра лимона': '1 ч. л.', 'Мука пшеничная': '500 г', 'Разрыхлитель теста': '1 ч. л.', 'Масло сливочное': '200 г', 'Нутелла': '150 г', 'Сахарная пудра': 'по вкусу'}"
Горячий сэндвич с перцем и сыром,"{'Хлеб': '8 ломт.', 'Перец болгарский': '1 шт', 'Сыр мягкий': '100 г', 'Масло сливочное': '2 ст. л.', 'Розмарин': 'по вкусу', 'Соль': 'по вкусу'}"
Гороховый суп с копчеными ребрышками,"{'Горох': '2 стак.', 'Ребра свиные': '0,5 кг', 'Морковь': '1 шт', 'Лук репчатый': '1 шт', 'Зелень': 'по вкусу', 'Картофель': '4 шт', 'Соль': 'по вкусу'}"
Шоколадний пластик для моделирования,"{'Шоколад белый': '100 г', 'Глюкоза': '2 ст. л.', 'Шоколад темный': '100 г'}"
"Мягкая карамель ""Махемель""","{'Джем': '200 г', 'Сахар': '200 г', 'Масло сливочное': '200', 'Орехи кедровые': '100 г', 'Цукаты': '100 г'}"
"Энчиладас с курицей, грибами и фасолью","{'Масло растительное': 'по вкусу', 'Чеснок': '2 зуб.', 'Лук репчатый': '1 шт', 'Мука пшеничная': '1 ст. л.', 'Перец красный жгучий': '1,5 ч. л.', 'Соус томатный': '220 г', 'Бульон': '0,5 л', 'Кориандр': '0,5 ч. л.', 'Орегано': '0,5 ч. л.', 'Тмин': '0,5 ч. л.', 'Соль': '1 ч. л.', 'Грудка куриная': '400 г', 'Фасоль': '150 г', 'Шампиньоны': '200 г', 'Сыр твердый': '100 г', 'Фета': '40 г', 'Базилик': 'по вкусу', 'Соус': '180 г', 'Лаваш': '6 шт'}"
"Сорбе ""Ягодный сезон""","{'Клубника': '300 г', 'Йогурт': '600 г', 'Сахар': '100 г', 'Сок лимонный': '1 ч. л.', 'Киви': '1 шт'}"
Овощное рагу с охотничьими колбасками,"{'Колбаски': '250 г', 'Лук репчатый': '2 шт', 'Морковь': '2 шт', 'Перец болгарский': '2 шт', 'Баклажан': '3 шт', 'Помидор': '4 шт', 'Фасоль': '350 г', 'Соль': 'по вкусу', 'Перец черный': 'по вкусу', 'Перец красный жгучий': 'по вкусу', 'Масло растительное': '1 ст. л.'}"
Курица с ароматной подливой,"{'Курица': '400 г', 'Лук репчатый': '1 шт', 'Чеснок': '3 зуб.', 'Томатная паста': '1 ч. л.', 'Бульон': '0.5 стак.', 'Масло растительное': '2 ст. л.', 'Зелень': '0.2 пуч.', 'Приправа': '0.5 ч. л.', 'Соль': 'по вкусу'}"
Овощи в соево-чесночном соусе,"{'Баклажан': '500 г', 'Кабачок': '500 г', 'Перец болгарский': '4 шт', 'Лук репчатый': '2 шт', 'Помидоры черри': '300 г', 'Паприка сладкая': '1 ст. л.', 'Перец черный': 'по вкусу', 'Масло растительное': '30 мл', 'Соль': 'по вкусу', 'Зелень': 'по вкусу', 'Соевый соус': '2 ст. л.', 'Сок лимонный': '1 ст. л.', 'Сахар': '1 ч. л.', 'Чеснок': '4 зуб.'}"
Самый легкий Чизкейк,"{'Творог': '200 г', 'Йогурт': '125 г', 'Лимон': '1 шт', 'Мед': '3 ст. л.', 'Белок яичный': '2 шт', 'Желатин': '7 шт', 'Клубника': '300 г'}"
Бисквитный торт-суфле с клубникой,"{'Масло сливочное': '90 г', 'Яйцо куриное': '6 шт', 'Сахар': '175 г', 'Мука пшеничная': '150 г', 'Ром': '4 ст. л.', 'Желатин': '1 ст. л.', 'Сливки': '400 мл', 'Молоко сгущенное': '1 бан.', 'Клубника': '300 г', 'Вода': '100 г'}"
Курица в пикантном маринаде,"{'Бедро куриное': '800 г', 'Соевый соус': '40 г', 'Масло сливочное': '60 г', 'Бульон': '200 мл', 'Корнишоны': '5 шт', 'Оливки зеленые': '50 г', 'Лист лавровый': '6 шт', 'Паприка сладкая': '2 ст. л.', 'Перец черный': 'по вкусу', 'Соль': 'по вкусу', 'Приправа': 'по вкусу'}"
Разборный пирог с вишней,"{'Мука пшеничная': '3 стак.', 'Яйцо куриное': '1 шт', 'Сахар': '1 ст. л.', 'Соль': '1 ч. л.', 'Масло сливочное': '100 г', 'Молоко': '1 ст. л.', 'Дрожжи': '2 ч. л.', 'Вишня': '200 г', 'Сахар коричневый': '3 ч. л.', 'Печенье': '2 шт'}"
"Лосось, запеченный с лапшой","{'Лапша': '250 г', 'Лосось': '200 г', 'Помидор': '1 шт', 'Кабачок': '2 шт', 'Яйцо куриное': '2 шт', 'Сыр адыгейский': '200 г', 'Сыр голландский': '50 г', 'Соевый соус': '3 ст. л.'}"
Джем из боярышника,"{'Боярышник': '1 кг', 'Вода': '1 стак.', 'Сахар': '300 г'}"
Кофейное масло,"{'Масло сливочное': '250 г', 'Кофе растворимый': '2 ч. л.', 'Сахарная пудра': '2 ст. л.'}"
Сметанный кекс с клюквой без масла,"{'Яйцо куриное': '2 шт', 'Сахар': '1 стак.', 'Сметана': '1 стак.', 'Ванилин': '1 щепот.', 'Мука пшеничная': '1 стак.', 'Разрыхлитель теста': '1 ч. л.', 'Клюква': '100 г'}"
Мясные маффины с сюрпризом,"{'Фарш мясной': '1 кг', 'Лук репчатый': '2 шт', 'Яйцо куриное': '1 шт', 'Хлеб': '2 ломт.', 'Шампиньоны': '200 г', 'Масло сливочное': '100 г', 'Молоко': '100 мл', 'Специи': '1 ч. л.'}"
Смородиновый пирог на закваске,"{'Закваска': '75 г', 'Молоко': '125 мл', 'Яйцо куриное': '1 шт', 'Сахар': '75 г', 'Масло сливочное': '100 г', 'Соль': '0,3 ч. л.', 'Цедра апельсина': '1 ч. л.', 'Мука пшеничная': '150 г', 'Сметана': '125 мл', 'Крахмал картофельный': '2 ст. л.', 'Ванилин': '1 г', 'Смородина черная': '600 г', 'Крахмал': '1 ст. л.', 'Стружка кокосовая': '50 г'}"
"Салат ""Лист осенний""","{'Яблоко': '2 шт', 'Морковь': '2 шт', 'Яйцо куриное': '3 шт', 'Сырок плавленый': '2 шт', 'Масло подсолнечное': '2 ст. л.', 'Майонез': '5 ст. л.', 'Соль': 'по вкусу'}"
Фруктовый торт,"{'Сметана': '1 л', 'Крекер': '200 г', 'Банан': '3 шт', 'Киви': '3 шт', 'Апельсин': '1 шт', 'Сахар': '100 г', 'Масло сливочное': '50 г', 'Желатин': '35 г', 'Желе': '2 упак.'}"
"Суп ""Для сыночка""","{'Колбаса': '500 г', 'Картофель': '6 шт', 'Лук репчатый': '1 шт', 'Морковь': '1 шт'}"
"Желе ""Пушинка""","{'Желе': '1 пач.', 'Желатин': '1 ст. л.', 'Сливки': '200 мл', 'Сок ягодный': '400 мл', 'Сахар': '100 г', 'Вода': '500 мл'}"
Хачапури с сыром и творогом,"{'Мука пшеничная': '4.5 стак.', 'Кефир': '2 стак.', 'Яйцо куриное': '1 шт', 'Масло растительное': 'по вкусу', 'Соль': 'по вкусу', 'Сахар': '1 ч. л.', 'Разрыхлитель теста': '1 ч. л.', 'Творог': '200 г', 'Сыр твердый': '200 г', 'Специи': 'по вкусу'}"
"Воздушное пирожное ""Буше""","{'Желток яичный': '5 шт', 'Сахар': '100 г', 'Ванилин': '2 г', 'Мука пшеничная': '70 г', 'Шоколад темный': '100 г', 'Масло сливочное': '100 г'}"
Куриные зразы с сыром и чесноком,"{'Грудка куриная': '800 г', 'Сыр твердый': '100 г', 'Яйцо куриное': '1 шт', 'Майонез': 'по вкусу', 'Чеснок': '2 зуб.', 'Зелень': '1 пуч.', 'Сухари панировочные': '3 ст. л.', 'Соль': 'по вкусу', 'Перец черный': 'по вкусу'}"
"Пирожные ""Простота""","{'Печенье': '2 пач.', 'Клубника': '200 г', 'Крем': '500 г'}"
"Салат ""Полушубок""","{'Свекла': '2 шт', 'Картофель': '5 шт', 'Яйцо куриное': '5 шт', 'Шпроты': '1 бан.', 'Майонез': '350 г'}"
Луково-сметанный соус,"{'Лук репчатый': '3 шт', 'Сметана': '400 г', 'Мука пшеничная': '2 ст. л.', 'Вода': '150 мл', 'Соль': 'по вкусу', 'Перец черный': 'по вкусу'}"
Порционная запеканка с креветками и блинами,"{'Блин': '2 шт', 'Лук репчатый': '1 шт', 'Креветки': '100 г', 'Яйцо куриное': '2 шт', 'Соевый соус': '1 ст. л.', 'Сыр твердый': 'по вкусу'}"
"Печенье ""Звёздное утро""","{'Рассол': '1 стак.', 'Масло растительное': '2 ст. л.', 'Отруби': '2 ст. л.', 'Мука льняная': '2 ст. л.', 'Сода': '0.5 ч. л.', 'Сахар': '2 ст. л.', 'Имбирь': '1 ч. л.', 'Мука кукурузная': '2 ст. л.', 'Мука пшеничная': '1 стак.', 'Арахис': '50 г'}"
Сырные пышки,"{'Кефир': '800 мл', 'Яйцо куриное': '2 шт', 'Сахар': '6 ст. л.', 'Масло растительное': '7 ст. л.', 'Соль': '1 ст. л.', 'Сода': '1 ч. л.', 'Мука пшеничная': '700 г', 'Сыр твердый': '400 г'}"
Жареный банан с карамельно-апельсиновым соусом,"{'Банан': '2 шт', 'Сахар': '50 г', 'Апельсин': '1 шт', 'Соевый соус': '2 ч. л.', 'Мороженое': 'по вкусу', 'Мука пшеничная': '2 ст. л.', 'Крахмал': '2 ст. л.', 'Яйцо куриное': '1 шт'}"
Сельдь в йогурте с горчицей,"{'Сельдь': '3 шт', 'Горчица': '2 ст. л.', 'Йогурт': '500 г', 'Сахар': '2 ст. л.'}"
Пирог-перевертыш с красным перцем,"{'Тесто слоеное': 'по вкусу', 'Перец болгарский': '600 г', 'Чеснок': '2 зуб.', 'Оливки зеленые': '2 ч. л.', 'Каперсы': '2 ч. л.', 'Розмарин': '2 веточ.', 'Масло подсолнечное': '4 ст. л.', 'Соевый соус': '3 ст. л.', 'Мед': '2 ст. л.'}"
Куриные крылья в медово-гранатовом маринаде,"{'Крылья куриные': '1 упак.', 'Мед': '50 г', 'Концентрат': '30 г', 'Лимон': '1 шт', 'Вино белое сухое': '50 г', 'Лук красный': '1 шт', 'Чеснок': '3 зуб.', 'Соль': '1 ч. л.', 'Перец черный': '1 ч. л.'}"
